row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,order_year,order_month,month_year_str,price,revenue,aov,margin_pct,sales_prod,profit_prod,quantity_prod,discount_prod,price_prod,profit_margin,recency_days,frequency,monetary,RFM_Score,CLTV_pred
11,CA-2014-115812,2014-06-09,2014-06-14,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032,West,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,1706.184,9,0.2,85.3092,2014,6,2014-06,189.576,1706.184,189.576,0.05,4952.673,-450.243,30,0.32222222222222224,160.61299999999997,-0.09090909090909091,23,8,6255.351,434,752.4348773020629
12,CA-2014-115812,2014-06-09,2014-06-14,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032,West,TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,911.424,4,0.2,68.3568,2014,6,2014-06,227.856,911.424,227.856,0.07500000000000001,2221.596,324.69480000000004,9,0.1,256.33799999999997,0.14615384615384616,23,8,6255.351,434,752.4348773020629
13,CA-2017-114412,2017-04-15,2017-04-20,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Concord,North Carolina,28027,South,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,15.552,3,0.2,5.4432,2017,4,2017-04,5.184,15.552,5.184,0.35000000000000003,89.424,38.879999999999995,15,0.08,5.9616,0.4347826086956521,259,4,1790.5120000000002,112,219.21074050750994
14,CA-2016-161389,2016-12-05,2016-12-10,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,407.976,3,0.2,132.5922,2016,12,2016-12,135.992,407.976,135.992,0.32499999999999996,4181.754,693.5591999999999,38,0.3222222222222222,115.21544444444446,0.16585365853658535,390,7,4930.474,134,593.4485684973112
15,US-2015-118983,2015-11-22,2015-11-26,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Fort Worth,Texas,76106,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",68.81,5,0.8,-123.858,2015,11,2015-11,13.762,68.81,13.762,-1.8,1383.0810000000001,381.2074,26,0.21000000000000002,54.3599,0.27562189054726366,30,7,1990.314,432,241.0935421612251
16,US-2015-118983,2015-11-22,2015-11-26,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Fort Worth,Texas,76106,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,2.544,3,0.8,-3.816,2015,11,2015-11,0.848,2.544,0.848,-1.5,94.128,11.447999999999999,39,0.5,2.12,0.1216216216216216,30,7,1990.314,432,241.0935421612251
17,CA-2014-105893,2014-11-11,2014-11-18,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Madison,Wisconsin,53711,Central,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",665.88,6,0.0,13.3176,2014,11,2014-11,110.98,665.88,110.98,0.02,2552.54,51.050799999999995,23,0.0,110.97999999999999,0.019999999999999997,9,12,8646.934,444,1043.9277490175414
18,CA-2014-167164,2014-05-13,2014-05-15,Second Class,AG-10270,Alejandro Grove,Consumer,United States,West Jordan,Utah,84084,West,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,55.5,2,0.0,9.99,2014,5,2014-05,27.75,55.5,27.75,0.18,477.3,67.71,18,0.05,26.3625,0.14186046511627906,278,5,2582.898,123,310.90077483917395
19,CA-2014-143336,2014-08-27,2014-09-01,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10003056,Office Supplies,Art,Newell 341,8.56,2,0.0,2.4824,2014,8,2014-08,4.28,8.56,4.28,0.29,96.72800000000001,26.8356,23,0.028571428571428574,4.1577142857142855,0.27743362831858404,202,5,1493.944,122,179.82763522554035
20,CA-2014-143336,2014-08-27,2014-09-01,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,West,TEC-PH-10001949,Technology,Phones,Cisco SPA 501G IP Phone,213.48,3,0.2,16.011,2014,8,2014-08,71.16,213.48,71.16,0.075,213.48,16.011,3,0.2,71.16,0.075,202,5,1493.944,122,179.82763522554035
21,CA-2014-143336,2014-08-27,2014-09-01,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",22.72,4,0.2,7.384,2014,8,2014-08,5.68,22.72,5.68,0.325,143.42,55.238,23,0.1142857142857143,6.288571428571428,0.38514851485148516,202,5,1493.944,122,179.82763522554035
22,CA-2016-137330,2016-12-09,2016-12-13,Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,68025,Central,OFF-AR-10000246,Office Supplies,Art,Newell 318,19.46,7,0.0,5.0596,2016,12,2016-12,2.7800000000000002,19.46,2.7800000000000002,0.25999999999999995,61.716,14.4004,23,0.04,2.6688,0.2333333333333333,230,12,2744.742,143,330.29631198832277
23,CA-2016-137330,2016-12-09,2016-12-13,Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,68025,Central,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",60.34,7,0.0,15.6884,2016,12,2016-12,8.620000000000001,60.34,8.620000000000001,0.25999999999999995,343.076,81.5452,41,0.022222222222222223,8.428444444444445,0.23768844221105526,230,12,2744.742,143,330.29631198832277
24,US-2017-156909,2017-07-16,2017-07-18,Second Class,SF-20065,Sandra Flanagan,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",71.372,2,0.3,-1.0196,2017,7,2017-07,35.686,71.372,35.686,-0.014285714285714287,764.7,76.9798,19,0.21428571428571427,40.05571428571428,0.10066666666666665,59,7,763.5459999999999,331,86.015369588147
25,CA-2015-106320,2015-09-25,2015-09-30,Standard Class,EB-13870,Emily Burns,Consumer,United States,Orem,Utah,84057,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,3,0.0,240.2649,2015,9,2015-09,348.21000000000004,1044.63,348.21000000000004,0.22999999999999998,7242.768,-532.7613,29,0.2625,256.804875,-0.07355769230769231,100,10,2767.219,243,330.5519181757875
26,CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,11.648,2,0.2,4.2224,2016,1,2016-01,5.824,11.648,5.824,0.36250000000000004,115.024,37.0552,21,0.3,5.096,0.3221518987341772,217,8,684.1709999999999,131,83.13269891911095
27,CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049,West,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57,3,0.0,11.7741,2016,1,2016-01,30.189999999999998,90.57,30.189999999999998,0.13,350.20399999999995,8.7551,13,0.06666666666666667,28.177333333333333,0.025000000000000005,217,8,684.1709999999999,131,83.13269891911095
28,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43,7,0.5,-1665.0522,2015,9,2015-09,440.48999999999995,3083.43,440.48999999999995,-0.54,15610.9656,-669.5448000000001,24,0.23399999999999999,674.83068,-0.042889390519187366,107,9,4737.486,244,571.5774092684377
29,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,9.618,2,0.7,-7.0532,2015,9,2015-09,4.809,9.618,4.809,-0.7333333333333334,197.169,-69.5702,32,0.5285714285714286,7.557000000000001,-0.35284552845528455,107,9,4737.486,244,571.5774092684377
30,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",124.2,3,0.2,15.525,2015,9,2015-09,41.4,124.2,41.4,0.125,1438.132,235.1407,44,0.11666666666666665,35.91716666666667,0.16350425412966266,107,9,4737.486,244,571.5774092684377
31,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,3.264,2,0.2,1.1016,2015,9,2015-09,1.632,3.264,1.632,0.3375,68.136,30.293999999999997,35,0.07272727272727274,1.8916363636363636,0.44461077844311375,107,9,4737.486,244,571.5774092684377
32,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,6,0.2,9.7092,2015,9,2015-09,14.384,86.304,14.384,0.11249999999999999,496.248,113.274,30,0.06666666666666667,16.781333333333333,0.2282608695652174,107,9,4737.486,244,571.5774092684377
33,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.858,6,0.7,-5.715,2015,9,2015-09,1.143,6.858,1.143,-0.8333333333333334,63.627,-13.906500000000001,37,0.5625,1.666875,-0.218562874251497,107,9,4737.486,244,571.5774092684377
34,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,15.76,2,0.2,3.546,2015,9,2015-09,7.88,15.76,7.88,0.22499999999999998,171.39,55.357,19,0.13333333333333333,8.536666666666667,0.32298850574712645,107,9,4737.486,244,571.5774092684377
35,CA-2017-107727,2017-10-19,2017-10-23,Second Class,MA-17560,Matt Abelman,Home Office,United States,Houston,Texas,77095,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,29.472,3,0.2,9.9468,2017,10,2017-10,9.824,29.472,9.824,0.33749999999999997,196.48,85.8372,17,0.06666666666666667,11.461333333333334,0.436875,64,11,4299.161,344,513.3507693258606
36,CA-2016-117590,2016-12-08,2016-12-10,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,TEC-PH-10004977,Technology,Phones,GE 30524EE4,1097.544,7,0.2,123.4737,2016,12,2016-12,156.792,1097.544,156.792,0.11249999999999999,5291.7300000000005,838.8371999999999,32,0.15555555555555556,165.50266666666667,0.1585185185185185,387,2,1361.2440000000001,112,160.30694874070744
37,CA-2016-117590,2016-12-08,2016-12-10,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92,5,0.6,-147.963,2016,12,2016-12,38.184,190.92,38.184,-0.775,2863.8,627.1722000000001,33,0.12,84.0048,0.21900000000000003,387,2,1361.2440000000001,112,160.30694874070744
38,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.328,9,0.2,35.415,2015,12,2015-12,12.592,113.328,12.592,0.3125,176.288,63.747,13,0.1,14.166,0.36160714285714285,79,7,3127.9592,233,380.0625319271574
39,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992,3,0.32,-46.9764,2015,12,2015-12,177.4664,532.3992,177.4664,-0.08823529411764706,7539.7122,780.3302,35,0.18375,213.024925,0.10349601938386985,79,7,3127.9592,233,380.0625319271574
40,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",212.058,3,0.3,-15.147,2015,12,2015-12,70.68599999999999,212.058,70.68599999999999,-0.07142857142857144,3150.576,499.851,35,0.13333333333333333,87.516,0.15865384615384615,79,7,3127.9592,233,380.0625319271574
41,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,371.168,4,0.2,41.7564,2015,12,2015-12,92.792,371.168,92.792,0.1125,2227.008,250.5384,24,0.20000000000000004,92.79199999999999,0.1125,79,7,3127.9592,233,380.0625319271574
42,CA-2017-120999,2017-09-10,2017-09-15,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Naperville,Illinois,60540,Central,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,147.168,4,0.2,16.5564,2017,9,2017-09,36.792,147.168,36.792,0.11249999999999999,846.216,95.1993,23,0.2,36.791999999999994,0.11249999999999999,41,8,4492.946,344,543.5261239609838
43,CA-2016-101343,2016-07-17,2016-07-22,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,0.0,3.894,2016,7,2016-07,38.94,77.88,38.94,0.05,872.256,-52.569,25,0.08571428571428573,35.60228571428571,-0.06026785714285715,43,7,3832.314,334,462.29228293159923
44,CA-2017-139619,2017-09-19,2017-09-23,Standard Class,ES-14080,Erin Smith,Corporate,United States,Melbourne,Florida,32935,South,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616,2,0.2,9.5616,2017,9,2017-09,47.808,95.616,47.808,0.1,1051.7759999999998,277.2864,18,0.05,56.772,0.26363636363636367,28,9,4657.924,444,557.4550960868936
45,CA-2016-118255,2016-03-11,2016-03-13,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,2,0.0,19.7714,2016,3,2016-03,22.99,45.98,22.99,0.43000000000000005,248.292,91.0404,12,0.12000000000000002,20.231199999999998,0.3666666666666667,410,9,1567.52,142,187.53986268582733
46,CA-2016-118255,2016-03-11,2016-03-13,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,0.0,8.2062,2016,3,2016-03,8.73,17.46,8.73,0.47000000000000003,238.329,25.4916,46,0.35000000000000003,5.674500000000001,0.10695970695970695,410,9,1567.52,142,187.53986268582733
47,CA-2014-146703,2014-10-20,2014-10-25,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0.0,8.4784,2014,10,2014-10,52.99,211.96,52.99,0.04,953.82,-63.587999999999994,20,0.10000000000000002,47.691,-0.06666666666666665,0,7,2493.214,433,301.40932216606757
48,CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45.0,3,0.0,4.95,2016,6,2016-06,15.0,45.0,15.0,0.11,357.0,23.25,25,0.07500000000000001,13.875,0.06512605042016807,21,9,2295.332,443,280.80978944586946
49,CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2,0.0,6.104,2016,6,2016-06,10.9,21.8,10.9,0.27999999999999997,261.6,41.856,28,0.1,9.81,0.16,21,9,2295.332,443,280.80978944586946
50,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,6,0.0,17.9634,2015,4,2015-04,6.37,38.22,6.37,0.47000000000000003,85.995,15.0969,21,0.39999999999999997,3.822,0.17555555555555555,126,9,1050.636,241,124.3869732500697
51,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.18,6,0.0,35.3346,2015,4,2015-04,12.530000000000001,75.18,12.530000000000001,0.47,639.03,300.3441,51,0.0,12.53,0.4700000000000001,126,9,1050.636,241,124.3869732500697
52,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0.0,2.9568,2015,4,2015-04,3.08,6.16,3.08,0.48,115.192,44.7216,44,0.12,2.7104,0.3882352941176471,126,9,1050.636,241,124.3869732500697
53,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1,0.0,17.0981,2015,4,2015-04,89.99,89.99,89.99,0.19,1448.839,63.8929,19,0.1375,77.616375,0.044099378881987575,126,9,1050.636,241,124.3869732500697
54,CA-2016-105816,2016-12-11,2016-12-17,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,15.26,7,0.0,6.2566,2016,12,2016-12,2.18,15.26,2.18,0.41,54.936,20.2086,27,0.05714285714285715,2.0554285714285716,0.3678571428571429,37,5,1804.146,322,219.5751459669723
55,CA-2016-105816,2016-12-11,2016-12-17,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,5,0.0,298.6855,2016,12,2016-12,205.99,1029.95,205.99,0.29,1936.306,473.777,10,0.1,185.39100000000002,0.24468085106382978,37,5,1804.146,322,219.5751459669723
56,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,208.56,6,0.0,52.14,2016,6,2016-06,34.76,208.56,34.76,0.25,980.232,198.132,30,0.028571428571428574,33.76685714285714,0.2021276595744681,119,5,1467.881,222,176.0617636648638
57,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,32.4,5,0.0,15.552,2016,6,2016-06,6.4799999999999995,32.4,6.4799999999999995,0.48,120.52799999999999,56.5056,19,0.05,6.156000000000001,0.4688172043010753,119,5,1467.881,222,176.0617636648638
58,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,319.41,5,0.1,7.098,2016,6,2016-06,63.882000000000005,319.41,63.882000000000005,0.02222222222222222,1341.5220000000002,-32.6508,22,0.13333333333333333,61.516,-0.024338624338624333,119,5,1467.881,222,176.0617636648638
59,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,2,0.0,6.9888,2016,6,2016-06,7.28,14.56,7.28,0.48,106.288,49.504000000000005,15,0.05,6.916,0.46575342465753433,119,5,1467.881,222,176.0617636648638
60,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30.0,2,0.0,3.3,2016,6,2016-06,15.0,30.0,15.0,0.11,357.0,23.25,25,0.07500000000000001,13.875,0.06512605042016807,119,5,1467.881,222,176.0617636648638
61,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,48.48,4,0.2,16.362,2016,6,2016-06,12.12,48.48,12.12,0.33749999999999997,269.67,84.9915,23,0.26,11.211,0.3151685393258427,119,5,1467.881,222,176.0617636648638
62,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1,0.0,0.84,2016,6,2016-06,1.68,1.68,1.68,0.5,38.976,18.816,24,0.07500000000000001,1.554,0.48275862068965514,119,5,1467.881,222,176.0617636648638
63,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2,0.0,6.1512,2015,11,2015-11,6.99,13.98,6.99,0.44,184.536,67.104,30,0.10000000000000002,6.291,0.36363636363636365,28,8,4909.472,444,589.6025579892754
64,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,6,0.2,9.3612,2015,11,2015-11,4.304,25.824,4.304,0.3625,175.388,73.8674,37,0.1142857142857143,4.765142857142857,0.42116564417177915,28,8,4909.472,444,589.6025579892754
